fold,path,user,truth,prediction,confidence,correct
4,HAU/user16/1-2-2,user16,Eating,Wiping hands,0.3356192577094183,0
4,HAU/user16/1-2-3,user16,Stirring,Wiping hands,0.33359457136876275,0
4,HAU/user16/2-1-1,user16,Stirring,Stirring,0.3058944208675389,1
4,HAU/user16/2-1-2,user16,Pouring,Stirring,0.2763522675847153,0
4,HAU/user16/2-1-3,user16,Stirring,Pouring,0.16998791737938004,0
4,HAU/user16/2-2-1,user16,Combing hair,Combing hair,0.15971931288243743,1
4,HAU/user16/2-2-2,user16,Combing hair,Massaging oneself,0.1299680219586364,0
4,HAU/user16/2-2-3,user16,Combing hair,Massaging oneself,0.118372039933415,0
4,HAU/user16/2-3-1,user16,Peeling fruit,Pouring,0.34533429417001876,0
4,HAU/user16/2-3-2,user16,Grabbing utensils,Wiping surface,0.21898633444769974,0
4,HAU/user16/2-3-3,user16,Peeling fruit,Pouring,0.3157307350998052,0
4,HAU/user16/3-1-1,user16,Walking,Squats,0.09134472262896443,0
4,HAU/user16/3-1-2,user16,Walking,Stirring,0.12654423681979043,0
4,HAU/user16/3-1-3,user16,Squats,Stirring,0.11319715221879581,0
4,HAU/user16/3-2-1,user16,Drinking,Pouring,0.2129120754995156,0
4,HAU/user16/3-2-2,user16,Drinking,Wiping hands,0.2627959778813185,0
4,HAU/user16/3-2-3,user16,Peeling fruit,Wiping hands,0.2860033126444001,0
4,HAU/user16/3-3-1,user16,Wiping surface,Wiping surface,0.1376769377018752,1
4,HAU/user16/3-3-2,user16,Walking,Wiping surface,0.25631404400139113,0
4,HAU/user16/3-3-3,user16,Walking,Wiping surface,0.33275190448369923,0
4,HAU/user16/4-1-1,user16,Calling,Squats,0.14426502607044892,0
4,HAU/user16/4-1-2,user16,Turning a page,Reading,0.112435672102792,0
4,HAU/user16/4-1-3,user16,Checking the time,Squats,0.0899719449222557,0
4,HAU/user16/5-1-1,user16,Sitting down,Sitting down,0.23620728561748738,1
4,HAU/user16/5-1-2,user16,Listening to the music with headphones,Sitting down,0.26179559993905066,0
4,HAU/user16/5-1-3,user16,Listening to the music with headphones,Sitting down,0.24576876335376932,0
4,HAU/user16/5-2-1,user16,Eating,Pouring,0.2734580095271502,0
4,HAU/user16/5-2-2,user16,Walking,Pouring,0.28569745963894577,0
4,HAU/user16/5-2-3,user16,Eating,Wiping surface,0.2690929524567152,0
4,HAU/user16/5-3-1,user16,Drinking,Checking the time,0.19270966332348127,0
4,HAU/user16/5-3-2,user16,Checking the time,Watching TV,0.2503854431271449,0
4,HAU/user16/5-3-3,user16,Lying down,Checking the time,0.22572974320149575,0
4,HAU/user16/6-1-1,user16,Lunges,Checking the time,0.16991157143968513,0
4,HAU/user16/6-1-2,user16,Lunges,Wiping surface,0.1602112243956468,0
4,HAU/user16/6-1-3,user16,Lunges,Wiping surface,0.22427135199104403,0
4,HAU/user16/6-2-1,user16,Sweeping,Eating,0.17335862729899174,0
4,HAU/user16/6-2-2,user16,Sweeping,Wiping hands,0.2200640686573947,0
4,HAU/user16/6-2-3,user16,Taking medicine,Wiping hands,0.24607462543163328,0
4,HAU/user16/7-1-1,user16,Massaging oneself,Writing,0.2000563675686103,0
4,HAU/user16/7-1-2,user16,Sitting down,Reading,0.2195836067138878,0
4,HAU/user16/7-1-3,user16,Sitting down,Writing,0.12832982456140352,0
4,HAU/user16/7-2-1,user16,Eating,Wiping hands,0.2741325087646556,0
4,HAU/user16/7-2-2,user16,Eating,Peeling fruit,0.2227426642122727,0
4,HAU/user16/7-2-3,user16,Eating,Wiping hands,0.27795801310992707,0
4,HAU/user16/7-3-1,user16,Walking,Writing,0.18183564317801879,0
4,HAU/user16/7-3-2,user16,Checking the time,Writing,0.13759691451479378,0
4,HAU/user16/7-3-3,user16,Sitting down,Reading,0.16304196826404482,0
4,HAU/user21/1-1-1,user21,Wiping hands,Washing face,0.2414550859941601,0
4,HAU/user21/1-1-2,user21,Walking,Washing face,0.38366991341873985,0
4,HAU/user21/1-1-3,user21,Wiping hands,Washing face,0.42659441129747605,0
4,HAU/user21/1-2-1,user21,Using a phone,Squats,0.24512363175112697,0
4,HAU/user21/1-2-2,user21,Listening to the music with headphones,Checking the time,0.17971160970832176,0
4,HAU/user21/1-2-3,user21,Walking,Typing on a keyboard,0.17569093380791165,0
4,HAU/user21/2-1-1,user21,Sweeping,Peeling fruit,0.23367572303673767,0
4,HAU/user21/2-1-2,user21,Mopping,Peeling fruit,0.33743228924681234,0
4,HAU/user21/2-1-3,user21,Grabbing utensils,Peeling fruit,0.3328844599672842,0
4,HAU/user21/2-2-1,user21,Turning a page,Squats,0.19974199784263386,0
4,HAU/user21/2-2-2,user21,Turning a page,Squats,0.2663104326137335,0
4,HAU/user21/2-2-3,user21,Standing up,Reading,0.1694904551014874,0
4,HAU/user21/3-1-1,user21,Grabbing utensils,Peeling fruit,0.3759834883431372,0
4,HAU/user21/3-1-2,user21,Grabbing utensils,Peeling fruit,0.3771633237428228,0
4,HAU/user21/3-1-3,user21,Grabbing utensils,Peeling fruit,0.3760433319637046,0
4,HAU/user21/3-2-1,user21,Jumping jacks,Squats,0.3839003980111048,0
4,HAU/user21/3-2-2,user21,Jumping jacks,Squats,0.517891759146232,0
4,HAU/user21/3-2-3,user21,Checking body temperature,Squats,0.43301631887665043,0
4,HAU/user21/4-1-1,user21,Calling,Wiping surface,0.15768786549707595,0
4,HAU/user21/4-1-2,user21,Calling,Walking,0.1524950023535652,0
4,HAU/user21/4-1-3,user21,Calling,Wiping surface,0.18543327658735087,0
4,HAU/user21/4-2-1,user21,Combing hair,Checking body temperature,0.19413306759645146,0
4,HAU/user21/4-2-2,user21,Brushing teeth,Combing hair,0.16256817585970001,0
4,HAU/user21/4-2-3,user21,Washing face,Taking medicine,0.186953584629769,0
4,HAU/user21/5-1-1,user21,Taking a selfie,Combing hair,0.26094583831035684,0
4,HAU/user21/5-1-2,user21,Walking,Combing hair,0.22462939752167946,0
4,HAU/user21/5-1-3,user21,Walking,Combing hair,0.18632883625729005,0
4,HAU/user21/5-2-1,user21,Walking,Writing,0.13846377690814995,0
4,HAU/user21/5-2-2,user21,Listening to the music with headphones,Walking,0.15174003317947096,0
4,HAU/user21/5-2-3,user21,Listening to the music with headphones,Walking,0.1881116688227686,0
4,HAU/user21/6-1-1,user21,Getting dressed,Combing hair,0.1760802021811978,0
4,HAU/user21/6-1-2,user21,Checking body temperature,Combing hair,0.294611786524115,0
4,HAU/user21/6-1-3,user21,Getting dressed,Combing hair,0.23068035983296553,0
4,HAU/user21/6-2-1,user21,Checking the time,Sitting down,0.11961958163011883,0
4,HAU/user21/6-2-2,user21,Checking the time,Wiping surface,0.13844512250843086,0
4,HAU/user21/6-2-3,user21,Walking,Using a phone,0.28707084130173094,0
4,HAU/user21/7-1-1,user21,Eating,Peeling fruit,0.3817966102023991,0
4,HAU/user21/7-1-2,user21,Taking medicine,Peeling fruit,0.3889284073185028,0
4,HAU/user21/7-1-3,user21,Taking medicine,Peeling fruit,0.3158873506676002,0
4,HAU/user21/7-2-1,user21,Wiping hands,Washing face,0.18375074436867717,0
4,HAU/user21/7-2-2,user21,Massaging oneself,Washing face,0.41349930118563305,0
4,HAU/user21/7-2-3,user21,Wiping hands,Wiping hands,0.19710620951326285,1
4,HAU/user5/1-1-1,user5,Washing face,Wiping hands,0.24401103196540375,0
4,HAU/user5/1-1-2,user5,Combing hair,Washing face,0.3150893729145613,0
4,HAU/user5/1-1-3,user5,Washing face,Washing face,0.3260202001016428,1
4,HAU/user5/1-2-1,user5,Eating,Eating,0.13133887667977936,1
4,HAU/user5/1-2-2,user5,Pouring,Peeling fruit,0.09870260608344451,0
4,HAU/user5/1-2-3,user5,Drinking,Eating,0.1115437494421185,0
4,HAU/user5/2-1-1,user5,Eating,Turning a page,0.17571578930003834,0
4,HAU/user5/2-1-2,user5,Reading,Listening to the music with headphones,0.1191728419637499,0
4,HAU/user5/2-1-3,user5,Turning a page,Using a phone,0.09282969441448931,0
4,HAU/user5/3-1-1,user5,Reading,Standing up,0.09751572788810416,0
4,HAU/user5/3-1-2,user5,Standing up,Standing up,0.0898419253560095,1
4,HAU/user5/3-1-3,user5,Sweeping,Sitting down,0.11618343797721588,0
4,HAU/user5/3-2-1,user5,Eating,Eating,0.10544615864719095,1
4,HAU/user5/3-2-2,user5,Drinking,Grabbing utensils,0.10421566014531351,0
4,HAU/user5/3-2-3,user5,Drinking,Eating,0.15682506934153825,0
4,HAU/user5/4-1-1,user5,Typing on a keyboard,Writing,0.28757716348863505,0
4,HAU/user5/4-1-2,user5,Typing on a keyboard,Writing,0.2767470083907454,0
4,HAU/user5/4-1-3,user5,Calling,Writing,0.23070516153312903,0
4,HAU/user5/4-2-1,user5,Pouring,Mopping,0.15751240972454067,0
4,HAU/user5/4-2-2,user5,Walking,Mopping,0.21806574314622704,0
4,HAU/user5/4-2-3,user5,Pouring,Grabbing utensils,0.16240718966757958,0
4,HAU/user5/4-3-1,user5,Reading,Writing,0.24445097820246195,0
4,HAU/user5/4-3-2,user5,Turning a page,Writing,0.2076294385718798,0
4,HAU/user5/4-3-3,user5,Walking,Writing,0.2020914349088761,0
4,HAU/user5/5-1-1,user5,Walking,Walking,0.14783167886470666,1
4,HAU/user5/5-1-2,user5,Wiping surface,Drinking,0.14483647189223023,0
4,HAU/user5/5-1-3,user5,Walking,Walking,0.13377820827133546,1
4,HAU/user5/5-2-1,user5,Stretching,Calling,0.15827836862718692,0
4,HAU/user5/5-2-2,user5,Stretching,Calling,0.1668978606507797,0
4,HAU/user5/5-2-3,user5,Walking,Writing,0.1474109811919521,0
4,HAU/user5/6-1-1,user5,Lunges,Stretching,0.1292323288256427,0
4,HAU/user5/6-1-2,user5,Lunges,Stretching,0.14258522959589234,0
4,HAU/user5/6-1-3,user5,Walking,Standing up,0.10035252420025918,0
4,HAU/user5/6-2-1,user5,Peeling fruit,Mopping,0.24055090826826392,0
4,HAU/user5/6-2-2,user5,Eating,Mopping,0.15122290351807816,0
4,HAU/user5/6-2-3,user5,Walking,Eating,0.18673390004119153,0
4,HAU/user5/7-1-1,user5,Sitting down,Eating,0.14933287202440199,0
4,HAU/user5/7-1-2,user5,Combing hair,Eating,0.10631591201481547,0
4,HAU/user5/7-1-3,user5,Standing up,Eating,0.11616370997043707,0
4,HAU/user5/7-2-1,user5,Mopping,Eating,0.13810551041282212,0
4,HAU/user5/7-2-2,user5,Drinking,Sweeping,0.1699470725342375,0
4,HAU/user5/7-2-3,user5,Walking,Peeling fruit,0.1589558257004571,0
