split,held,qa_id,category,overlap,user,truth,pred,support,raw_support,purity,answers,semantic,correct
oof,user16,training_4049,object_interaction,3,user16,C,C,17,22,1.0,1,a smartphone,True
oof,user17,training_0437,single,3,user17,A,B,1,1,1.0,1,Eating,False
oof,user17,training_0438,single,3,user17,C,D,1,2,1.0,1,Washing dishes,False
oof,user17,training_0439,single,2,user17,D,C,16,29,0.3125,4,Drinking,False
oof,user17,training_0440,single,2,user17,C,B,17,36,0.35294117647058826,4,Squats,False
oof,user17,training_0441,single,2,user17,B,B,9,31,0.5555555555555556,3,Checking the time,True
oof,user17,training_0442,single,2,user17,C,C,15,28,0.5333333333333333,4,Sitting down,True
oof,user17,training_0443,single,3,user17,C,C,3,4,0.6666666666666666,2,Pouring,True
oof,user17,training_0444,single,3,user17,C,A,2,2,0.5,2,Combing hair,False
oof,user17,training_0445,single,2,user17,D,B,24,33,0.3333333333333333,4,Typing on a keyboard,False
oof,user17,training_0446,single,3,user17,B,B,1,1,1.0,1,Stirring,True
oof,user17,training_0447,single,2,user17,D,C,14,36,0.5,4,Listening to the music with headphones,False
oof,user17,training_0448,single,3,user17,C,B,1,1,1.0,1,Using a phone,False
oof,user17,training_0449,single,3,user17,B,C,1,1,1.0,1,Jumping jacks,False
oof,user17,training_0450,single,3,user17,B,D,2,2,1.0,1,Walking,False
oof,user17,training_0451,single,3,user17,B,A,1,1,1.0,1,Combing hair,False
oof,user17,training_0452,single,2,user17,D,B,16,30,0.375,4,Combing hair,False
oof,user17,training_0453,single,3,user17,C,C,2,2,0.5,2,Walking,True
oof,user17,training_0454,single,3,user17,D,D,4,6,0.75,2,Walking,True
oof,user17,training_0455,single,3,user17,B,A,1,2,1.0,1,Combing hair,False
oof,user17,training_0456,single,3,user17,D,D,1,1,1.0,1,Walking,True
oof,user17,training_0457,single,3,user17,D,C,3,3,0.3333333333333333,3,Taking medicine,False
oof,user17,training_0458,single,2,user17,D,C,15,29,0.4,4,Peeling fruit,False
oof,user17,training_0459,single,3,user17,C,C,1,1,1.0,1,Typing on a keyboard,True
oof,user17,training_0460,single,2,user17,C,D,15,30,0.6,4,Peeling fruit,False
oof,user17,training_0461,single,3,user17,A,B,1,1,1.0,1,Walking,False
oof,user17,training_0462,single,2,user17,D,C,11,32,0.36363636363636365,4,Typing on a keyboard,False
oof,user17,training_0463,single,3,user17,C,A,1,1,1.0,1,Brushing teeth,False
oof,user17,training_0464,single,2,user17,A,A,12,28,0.3333333333333333,4,Stirring,True
oof,user17,training_0465,single,2,user17,B,B,19,35,0.3684210526315789,4,Pouring,True
oof,user17,training_0466,single,3,user17,A,A,1,1,1.0,1,Stirring,True
oof,user17,training_0467,single,3,user17,D,D,1,1,1.0,1,Eating,True
oof,user17,training_0468,single,3,user17,C,C,1,1,1.0,1,Walking,True
oof,user17,training_0469,single,3,user17,A,B,1,1,1.0,1,Squats,False
oof,user17,training_0470,single,2,user17,B,D,18,32,0.3888888888888889,4,Wiping hands,False
oof,user17,training_0471,single,3,user17,A,C,2,2,0.5,2,Peeling fruit,False
oof,user17,training_0472,single,3,user17,D,A,2,2,0.5,2,Running,False
oof,user17,training_0473,single,3,user17,D,D,1,1,1.0,1,Listening to the music with headphones,True
oof,user17,training_0474,single,2,user17,D,D,12,28,0.5,4,Listening to the music with headphones,True
oof,user17,training_0475,single,3,user17,D,D,1,1,1.0,1,Listening to the music with headphones,True
oof,user17,training_0476,single,3,user17,D,A,1,2,1.0,1,Calling,False
oof,user17,training_0477,single,3,user17,A,B,1,1,1.0,1,Standing up,False
oof,user17,training_0478,single,3,user17,C,D,2,2,1.0,1,Stirring,False
oof,user17,training_0479,single,3,user17,B,D,2,2,0.5,2,Lunges,False
oof,user17,training_0480,single,3,user17,A,A,1,1,1.0,1,Checking body temperature,True
oof,user17,training_0481,single,3,user17,B,A,1,1,1.0,1,Washing face,False
oof,user17,training_0482,single,3,user17,D,B,3,3,0.6666666666666666,2,Walking,False
oof,user17,training_0483,single,3,user17,B,B,1,1,1.0,1,Eating,True
oof,user17,training_0484,single,2,user17,D,D,10,31,0.4,3,Wiping hands,True
oof,user17,training_1248,multi,2,user17,A,C,6,20,0.3333333333333333,4,Lying down,False
oof,user17,training_1249,multi,3,user17,A,B,3,3,0.6666666666666666,2,Walking,False
oof,user17,training_1250,multi,2,user17,BCD,A,11,32,0.36363636363636365,5,Squats,False
oof,user17,training_1251,multi,2,user17,AB,B,19,57,0.5263157894736842,5,Walking,False
oof,user17,training_1252,multi,3,user17,BC,AC,1,2,1.0,1,Turning a page|Checking the time,False
oof,user17,training_1253,multi,2,user17,D,B,6,24,0.3333333333333333,4,Watching TV,False
oof,user17,training_1254,multi,2,user17,CD,DC,9,39,0.3333333333333333,4,Pouring|Stirring,False
oof,user17,training_1255,multi,3,user17,ABD,BDA,6,7,0.5,3,Grabbing utensils|Stirring|Pouring,False
oof,user17,training_1256,multi,3,user17,ABD,DAB,5,5,0.6,2,Grabbing utensils|Stirring|Pouring,False
oof,user17,training_1257,multi,3,user17,BCD,A,3,4,0.3333333333333333,3,Washing dishes,False
oof,user17,training_1258,multi,2,user17,D,A,4,19,0.5,3,Getting dressed,False
oof,user17,training_1259,multi,2,user17,AD,A,4,24,0.5,3,Stirring,False
oof,user17,training_1260,multi,3,user17,C,D,1,2,1.0,1,Peeling fruit,False
oof,user17,training_1261,multi,3,user17,AD,AB,1,1,1.0,1,Sweeping|Sitting down,False
oof,user17,training_1262,multi,2,user17,C,B,5,24,0.8,2,Sitting down,False
oof,user17,training_1263,multi,3,user17,ACD,D,2,4,0.5,2,Grabbing utensils,False
oof,user17,training_1264,multi,3,user17,B,B,1,1,1.0,1,Walking,True
oof,user17,training_1265,multi,3,user17,B,CB,2,2,0.5,2,Typing on a keyboard|Walking,False
oof,user17,training_1266,multi,3,user17,AD,DA,2,2,0.5,2,Walking|Wiping surface,False
oof,user17,training_1267,multi,3,user17,C,C,2,4,0.5,2,Walking,True
oof,user17,training_1268,multi,2,user17,D,C,3,20,0.3333333333333333,3,Jumping jacks,False
oof,user17,training_1269,multi,3,user17,ABD,D,1,1,1.0,1,Walking,False
oof,user17,training_1270,multi,3,user17,BC,B,1,2,1.0,1,Checking the time,False
oof,user17,training_1271,multi,2,user17,D,C,3,22,0.3333333333333333,3,Watching TV,False
oof,user17,training_1272,multi,3,user17,C,D,1,1,1.0,1,Standing up,False
oof,user17,training_1273,multi,3,user17,BC,A,3,3,0.6666666666666666,2,Walking,False
oof,user17,training_1274,multi,2,user17,AB,D,7,28,0.2857142857142857,5,Listening to the music with headphones,False
oof,user17,training_1275,multi,3,user17,ACD,CAD,4,6,0.5,3,Stirring|Pouring|Eating,False
oof,user17,training_1276,multi,3,user17,AD,AD,5,6,0.4,3,Pouring|Walking,True
oof,user17,training_1277,multi,3,user17,ACD,DB,4,6,0.5,3,Walking|Sitting down,False
oof,user17,training_1278,multi,2,user17,AB,B,12,35,0.4166666666666667,4,Sitting down,False
oof,user17,training_1279,multi,3,user17,BC,C,2,3,1.0,1,Eating,False
oof,user17,training_1280,multi,3,user17,BC,D,1,1,1.0,1,Playing games,False
oof,user17,training_1281,multi,2,user17,ABD,B,5,23,0.4,4,Folding clothes,False
oof,user17,training_1282,multi,2,user17,AD,D,5,20,0.4,4,Folding clothes,False
oof,user17,training_1283,multi,2,user17,B,A,14,32,0.2857142857142857,5,Massaging oneself,False
oof,user17,training_1284,multi,3,user17,C,C,1,1,1.0,1,Listening to the music with headphones,True
oof,user17,training_1285,multi,2,user17,A,BC,5,32,0.4,4,Watching TV|Lying down,False
oof,user17,training_1286,multi,3,user17,D,CB,4,6,0.5,3,Massaging oneself|Wiping hands,False
oof,user17,training_1287,multi,2,user17,A,A,18,58,0.5,7,Walking,True
oof,user17,training_1288,multi,2,user17,ABC,B,18,66,0.4444444444444444,7,Walking,False
oof,user17,training_1289,multi,3,user17,ACD,DCA,6,7,0.3333333333333333,4,Typing on a keyboard|Walking|Sitting down,False
oof,user17,training_1290,multi,2,user17,D,B,2,23,0.5,2,Combing hair,False
oof,user17,training_1291,multi,3,user17,ABC,CAB,1,3,1.0,1,Listening to the music with headphones|Sitting down|Checking body temperature,False
oof,user17,training_1292,multi,3,user17,ABD,ADB,2,4,0.5,2,Listening to the music with headphones|Sitting down|Checking body temperature,False
oof,user17,training_1293,multi,3,user17,AC,CA,2,3,1.0,1,Wiping hands|Peeling fruit,False
oof,user17,training_1294,multi,3,user17,C,C,1,1,1.0,1,Eating,True
oof,user17,training_1295,multi,2,user17,D,C,8,28,0.25,6,Washing dishes,False
oof,user17,training_2067,combination,2,user17,B,B,1,1,1.0,1,"Eating, Walking",True
oof,user17,training_2072,combination,2,user17,C,A,1,1,1.0,1,"Sitting down, Walking",False
oof,user17,training_2582,sequence,3,user17,BDCA,BDCA,5,13,1.0,1,Brushing teeth|Wiping hands|Combing hair|Getting dressed,True
oof,user17,training_2583,sequence,3,user17,DCAB,DCAB,5,13,1.0,1,Brushing teeth|Wiping hands|Combing hair|Getting dressed,True
oof,user17,training_2584,sequence,3,user17,BADC,BADC,5,13,1.0,1,Brushing teeth|Wiping hands|Combing hair|Getting dressed,True
oof,user17,training_2591,sequence,3,user17,DCAB,DCAB,3,3,1.0,1,Sweeping|Mopping|Running|Stretching,True
oof,user17,training_2592,sequence,3,user17,ADCB,ADCB,3,3,1.0,1,Sweeping|Mopping|Running|Stretching,True
oof,user17,training_2593,sequence,3,user17,DCAB,DCAB,3,3,1.0,1,Sweeping|Mopping|Running|Stretching,True
oof,user17,training_2597,sequence,3,user17,CABD,CABD,3,4,1.0,1,Walking|Undressing|Getting dressed|Folding clothes,True
oof,user17,training_2598,sequence,3,user17,CBDA,CBDA,3,4,1.0,1,Walking|Undressing|Getting dressed|Folding clothes,True
oof,user17,training_2599,sequence,3,user17,CBAD,CBAD,3,4,1.0,1,Walking|Undressing|Getting dressed|Folding clothes,True
oof,user17,training_2600,sequence,3,user17,CADB,CADB,3,34,1.0,1,Walking|Sitting down|Typing on a keyboard|Checking the time,True
oof,user17,training_2601,sequence,3,user17,ACBD,ACBD,3,34,1.0,1,Walking|Sitting down|Typing on a keyboard|Checking the time,True
oof,user17,training_2602,sequence,3,user17,CABD,CABD,3,34,1.0,1,Walking|Sitting down|Typing on a keyboard|Checking the time,True
oof,user17,training_3160,emotion,3,user17,B,C,4,4,0.25,4,Gracefully,False
oof,user17,training_3161,emotion,3,user17,B,C,3,3,0.3333333333333333,3,Meticulously,False
oof,user17,training_3162,emotion,3,user17,C,B,4,5,0.5,3,Meticulously,False
oof,user17,training_3163,emotion,3,user17,A,C,7,8,0.2857142857142857,4,Hurriedly,False
oof,user17,training_3164,emotion,3,user17,A,A,7,7,0.42857142857142855,4,Hurriedly,True
oof,user17,training_3165,emotion,3,user17,A,C,3,3,0.3333333333333333,3,Gracefully,False
oof,user17,training_3166,emotion,3,user17,C,C,11,12,0.45454545454545453,3,Leisurely,True
oof,user17,training_3167,emotion,3,user17,D,B,9,11,0.4444444444444444,3,Hastily,False
oof,user17,training_3168,emotion,3,user17,B,D,8,9,0.375,3,Calmly,False
oof,user17,training_3169,emotion,3,user17,C,A,13,14,0.38461538461538464,3,Steadily,False
oof,user17,training_3170,emotion,3,user17,A,A,15,15,0.4,3,Steadily,True
oof,user17,training_3171,emotion,3,user17,C,D,16,17,0.375,4,Steadily,False
oof,user17,training_3172,emotion,3,user17,A,D,5,5,0.4,4,Quickly,False
oof,user17,training_3173,emotion,3,user17,A,B,3,3,0.3333333333333333,3,Gently,False
oof,user17,training_3174,emotion,3,user17,C,C,4,6,0.5,3,Quickly,True
oof,user17,training_3175,emotion,3,user17,B,B,26,30,0.38461538461538464,4,Slowly,True
oof,user17,training_3176,emotion,3,user17,C,D,23,24,0.391304347826087,3,Slowly,False
oof,user17,training_3177,emotion,3,user17,D,B,26,28,0.34615384615384615,3,Slowly,False
oof,user17,training_3178,emotion,3,user17,C,D,3,3,0.3333333333333333,3,Hastily,False
oof,user17,training_3179,emotion,3,user17,A,C,2,2,0.5,2,Gently,False
oof,user17,training_3180,emotion,3,user17,A,B,2,2,0.5,2,Gently,False
oof,user17,training_3181,emotion,3,user17,D,B,15,16,0.3333333333333333,4,Steadily,False
oof,user17,training_3182,emotion,3,user17,B,C,6,7,0.3333333333333333,3,Leisurely,False
oof,user17,training_3183,emotion,3,user17,A,D,9,10,0.4444444444444444,3,Steadily,False
oof,user17,training_3184,emotion,3,user17,B,B,3,3,0.3333333333333333,3,Slowly,True
oof,user17,training_3185,emotion,3,user17,D,A,3,3,0.3333333333333333,3,Slowly,False
oof,user17,training_3186,emotion,3,user17,C,A,3,3,0.3333333333333333,3,Slowly,False
oof,user17,training_3187,emotion,3,user17,B,A,6,6,0.3333333333333333,4,Smoothly,False
oof,user17,training_3188,emotion,3,user17,B,B,4,5,0.5,3,Smoothly,True
oof,user17,training_3189,emotion,3,user17,A,B,3,3,0.3333333333333333,3,Casually,False
oof,user17,training_3190,emotion,3,user17,B,B,3,3,0.3333333333333333,3,Unhurriedly,True
oof,user17,training_3191,emotion,3,user17,A,B,3,3,0.3333333333333333,3,Unhurriedly,False
oof,user17,training_3192,emotion,3,user17,A,B,3,3,0.3333333333333333,3,Unhurriedly,False
oof,user17,training_3193,emotion,3,user17,D,D,12,12,0.4166666666666667,3,Slowly,True
oof,user17,training_3194,emotion,3,user17,C,D,10,10,0.4,3,Hastily,False
oof,user17,training_3195,emotion,3,user17,D,A,15,16,0.4,4,Slowly,False
oof,user17,training_3196,emotion,3,user17,C,B,4,4,0.5,3,Steadily,False
oof,user17,training_3197,emotion,3,user17,B,C,3,5,0.3333333333333333,3,Leisurely,False
oof,user17,training_3198,emotion,3,user17,B,A,4,4,0.5,3,Steadily,False
oof,user17,training_3199,emotion,3,user17,A,A,2,2,0.5,2,Quietly,True
oof,user17,training_3200,emotion,3,user17,B,A,5,5,0.4,4,Hurriedly,False
oof,user17,training_3201,emotion,3,user17,B,C,2,3,0.5,2,Quietly,False
oof,user17,training_3202,emotion,3,user17,D,D,8,9,0.5,3,Gently,True
oof,user17,training_3203,emotion,3,user17,A,B,10,12,0.3,4,Quickly,False
oof,user17,training_3204,emotion,3,user17,C,B,7,8,0.42857142857142855,3,Gently,False
oof,user17,training_3205,emotion,3,user17,A,B,5,6,0.6,3,Hastily,False
oof,user17,training_3206,emotion,3,user17,A,C,4,6,0.5,3,Hastily,False
oof,user17,training_3207,emotion,3,user17,A,A,4,5,0.5,3,Hastily,True
oof,user17,training_3566,single,3,user17,A,A,17,17,0.5294117647058824,3,sweeping the floor,True
oof,user17,training_3576,single,3,user17,B,B,2,4,1.0,1,mopping the floor,True
oof,user17,training_3587,single,3,user17,C,C,1,1,1.0,1,wiping a bowl,True
oof,user17,training_3605,single,3,user17,B,B,10,10,0.9,2,folding clothes,True
oof,user17,training_3615,single,3,user17,C,C,4,4,0.75,2,typing on the keyboard,True
oof,user17,training_3654,single,3,user17,A,C,1,1,1.0,1,peeling fruit,False
oof,user17,training_3684,single,3,user17,B,C,2,8,0.5,2,mopping the floor,False
oof,user17,training_3719,single,3,user17,A,B,1,3,1.0,1,typing on the keyboard,False
oof,user17,training_3720,single,3,user17,B,A,1,2,1.0,1,typing on the keyboard,False
oof,user17,training_3759,single,3,user17,C,C,1,4,1.0,1,doing jumping jacks,True
oof,user17,training_3789,single,3,user17,A,A,6,7,0.8333333333333334,2,lying down,True
oof,user17,training_3790,single,3,user17,B,B,6,7,1.0,1,lying down,True
oof,user17,training_3800,single,3,user17,B,B,8,9,0.75,2,sitting down,True
oof,user17,training_3801,single,3,user17,A,A,9,10,0.5555555555555556,2,sitting down,True
oof,user17,training_3828,single,3,user17,B,B,6,7,0.8333333333333334,2,taking medicine,True
oof,user17,training_3829,single,3,user17,B,B,6,7,1.0,1,taking medicine,True
oof,user17,training_3848,single,3,user17,B,C,3,3,0.6666666666666666,2,using tableware,False
oof,user17,training_3849,single,2,user17,B,C,26,88,0.38461538461538464,3,using a remote,False
oof,user17,training_3869,single,3,user17,C,C,2,3,1.0,1,standing on one leg,True
oof,user17,training_3887,single,3,user17,A,C,2,6,0.5,2,wiping surfaces,False
oof,user17,training_3919,single,3,user17,B,B,3,3,1.0,1,putting on clothes,True
oof,user17,training_3920,single,3,user17,C,C,10,12,0.7,3,putting on clothes,True
oof,user17,training_3921,single,3,user17,A,A,11,12,0.5454545454545454,2,putting on clothes,True
oof,user17,training_3939,single,3,user17,A,C,4,5,0.5,2,using a remote,False
oof,user17,training_3940,single,3,user17,B,A,6,10,0.8333333333333334,2,walking,False
oof,user17,training_3967,object_interaction,3,user17,D,A,27,27,0.6666666666666666,2,a clothes,False
oof,user17,training_3974,object_interaction,3,user17,B,B,26,26,0.6923076923076923,2,a clothes,True
oof,user17,training_3985,object_interaction,3,user17,B,A,19,22,0.631578947368421,2,a phone,False
oof,user17,training_4058,object_interaction,3,user17,C,C,17,19,1.0,1,a smartphone,True
oof,user17,training_4077,object_interaction,3,user17,B,B,26,26,0.6923076923076923,2,a clothes,True
oof,user18,training_0485,single,3,user18,C,A,1,1,1.0,1,Watching TV,False
oof,user18,training_0486,single,3,user18,A,A,1,2,1.0,1,Wiping hands,True
oof,user18,training_0487,single,2,user18,D,B,7,23,0.5714285714285714,3,Mopping,False
oof,user18,training_0488,single,3,user18,D,D,2,3,0.5,2,Walking,True
oof,user18,training_0489,single,3,user18,A,B,2,2,0.5,2,Checking the time,False
oof,user18,training_0490,single,2,user18,C,D,9,20,0.5555555555555556,4,Typing on a keyboard,False
oof,user18,training_0491,single,3,user18,C,D,2,2,1.0,1,Walking,False
oof,user18,training_0492,single,3,user18,A,C,1,2,1.0,1,Standing up,False
oof,user18,training_0493,single,2,user18,C,B,29,42,0.3103448275862069,4,Grabbing utensils,False
oof,user18,training_0494,single,2,user18,B,B,15,30,0.26666666666666666,4,Wiping surface,True
oof,user18,training_0495,single,2,user18,B,B,26,34,0.7307692307692307,3,Walking,True
oof,user18,training_0496,single,3,user18,A,B,2,2,1.0,1,Pouring,False
oof,user18,training_0497,single,2,user18,A,A,8,26,0.375,4,Sweeping,True
oof,user18,training_0498,single,3,user18,D,C,1,1,1.0,1,Brushing teeth,False
oof,user18,training_0499,single,3,user18,D,B,1,2,1.0,1,Stretching,False
oof,user18,training_0500,single,2,user18,A,D,12,30,0.4166666666666667,4,Reading,False
oof,user18,training_0501,single,3,user18,C,B,1,1,1.0,1,Wiping hands,False
oof,user18,training_0502,single,2,user18,D,D,19,27,0.3684210526315789,4,Stirring,True
oof,user18,training_0503,single,3,user18,B,B,2,3,0.5,2,Wiping surface,True
oof,user18,training_0504,single,2,user18,D,A,17,29,0.4117647058823529,4,Combing hair,False
oof,user18,training_0505,single,2,user18,B,A,15,29,0.4,4,Squats,False
oof,user18,training_0506,single,2,user18,D,A,21,36,0.42857142857142855,4,Stirring,False
oof,user18,training_0507,single,2,user18,B,D,16,35,0.3125,4,Pouring,False
oof,user18,training_0508,single,2,user18,A,A,29,49,0.3448275862068966,4,Listening to the music with headphones,True
oof,user18,training_0509,single,2,user18,A,A,19,37,0.47368421052631576,4,Pouring,True
oof,user18,training_0510,single,3,user18,A,A,1,1,1.0,1,Walking,True
oof,user18,training_0511,single,2,user18,C,A,20,33,0.45,4,Combing hair,False
oof,user18,training_0512,single,3,user18,D,A,1,1,1.0,1,Pouring,False
oof,user18,training_0513,single,3,user18,C,A,3,3,0.6666666666666666,2,Reading,False
oof,user18,training_0514,single,2,user18,D,B,16,36,0.3125,4,Folding clothes,False
oof,user18,training_0515,single,2,user18,D,D,27,38,0.37037037037037035,4,Squats,True
oof,user18,training_0516,single,2,user18,C,D,12,22,0.4166666666666667,4,Massaging oneself,False
oof,user18,training_0517,single,2,user18,B,D,17,32,0.47058823529411764,4,Wiping hands,False
oof,user18,training_0518,single,3,user18,A,A,3,4,1.0,1,Walking,True
oof,user18,training_0519,single,3,user18,B,B,1,1,1.0,1,Walking,True
oof,user18,training_0520,single,3,user18,B,D,1,1,1.0,1,Checking body temperature,False
oof,user18,training_0521,single,2,user18,D,B,18,37,0.5555555555555556,3,Typing on a keyboard,False
oof,user18,training_0522,single,3,user18,B,C,3,3,0.6666666666666666,2,Grabbing utensils,False
oof,user18,training_0523,single,2,user18,A,B,14,32,0.35714285714285715,4,Turning a page,False
oof,user18,training_0524,single,2,user18,D,D,15,32,0.4,3,Pouring,True
oof,user18,training_0525,single,3,user18,D,B,3,3,1.0,1,Walking,False
oof,user18,training_0526,single,3,user18,C,C,1,2,1.0,1,Eating,True
oof,user18,training_1296,multi,3,user18,B,CA,1,1,1.0,1,Mopping|Sweeping,False
oof,user18,training_1297,multi,3,user18,B,D,2,3,0.5,2,Massaging oneself,False
oof,user18,training_1298,multi,3,user18,AC,A,6,6,0.5,4,Walking,False
oof,user18,training_1299,multi,3,user18,ABC,CA,4,5,0.5,3,Walking|Reading,False
oof,user18,training_1300,multi,3,user18,AB,D,2,2,0.5,2,Lying down,False
oof,user18,training_1301,multi,3,user18,AC,A,2,6,0.5,2,Walking,False
oof,user18,training_1302,multi,3,user18,BC,AC,1,1,1.0,1,Wiping surface|Checking the time,False
oof,user18,training_1303,multi,2,user18,ACD,D,13,27,0.5384615384615384,6,Listening to the music with headphones,False
oof,user18,training_1304,multi,2,user18,CD,A,23,64,0.43478260869565216,9,Walking,False
oof,user18,training_1305,multi,2,user18,BC,B,24,55,0.5,6,Walking,False
oof,user18,training_1306,multi,3,user18,CD,CD,5,8,0.4,4,Wiping surface|Walking,True
oof,user18,training_1307,multi,3,user18,AD,AD,3,3,0.6666666666666666,2,Wiping surface|Walking,True
oof,user18,training_1308,multi,2,user18,BC,BC,17,50,0.35294117647058826,7,Mopping|Sweeping,True
oof,user18,training_1309,multi,3,user18,BD,DCB,3,3,0.3333333333333333,3,Mopping|Walking|Sweeping,False
oof,user18,training_1310,multi,2,user18,A,C,4,21,0.5,3,Peeling fruit,False
oof,user18,training_1311,multi,2,user18,AD,A,4,26,0.75,2,Stirring,False
oof,user18,training_1312,multi,2,user18,CD,A,6,27,0.5,3,Sitting down,False
oof,user18,training_1313,multi,2,user18,D,A,7,35,0.42857142857142855,4,Listening to the music with headphones,False
oof,user18,training_1314,multi,3,user18,CD,C,4,4,0.5,3,Walking,False
oof,user18,training_1315,multi,2,user18,BD,D,29,57,0.5517241379310345,7,Walking,False
oof,user18,training_1316,multi,3,user18,C,D,1,3,1.0,1,Combing hair,False
oof,user18,training_1317,multi,3,user18,AB,D,3,5,0.3333333333333333,3,Massaging oneself,False
oof,user18,training_1318,multi,3,user18,ABC,BAC,2,3,0.5,2,Reading|Listening to the music with headphones|Turning a page,False
oof,user18,training_1319,multi,3,user18,AC,D,1,1,1.0,1,Wiping hands,False
oof,user18,training_1320,multi,3,user18,BC,D,1,5,1.0,1,Sitting down,False
oof,user18,training_1321,multi,3,user18,A,D,3,3,0.3333333333333333,3,Jumping jacks,False
oof,user18,training_1322,multi,3,user18,AC,AC,5,5,0.6,3,Pouring|Walking,True
oof,user18,training_1323,multi,2,user18,BD,D,6,27,0.5,3,Standing up,False
oof,user18,training_1324,multi,3,user18,BC,CB,1,1,1.0,1,Stretching|Running,False
oof,user18,training_1325,multi,2,user18,AC,B,5,30,0.6,3,Wiping hands,False
oof,user18,training_1326,multi,2,user18,B,D,6,27,0.3333333333333333,4,Drinking,False
oof,user18,training_1327,multi,2,user18,D,A,1,29,1.0,1,Peeling fruit,False
oof,user18,training_1328,multi,3,user18,ABD,DAB,1,1,1.0,1,Getting dressed|Stretching|Undressing,False
oof,user18,training_1329,multi,2,user18,CD,C,4,30,0.75,2,Peeling fruit,False
oof,user18,training_1330,multi,3,user18,BD,BDA,1,2,1.0,1,Walking|Stretching|Running,False
oof,user18,training_1331,multi,2,user18,CD,A,14,44,0.2857142857142857,6,Wiping hands,False
oof,user18,training_1332,multi,2,user18,AD,A,7,34,0.2857142857142857,5,Undressing,False
oof,user18,training_1333,multi,3,user18,AD,D,2,2,0.5,2,Taking medicine,False
oof,user18,training_1334,multi,3,user18,D,BC,2,2,0.5,2,Peeling fruit|Grabbing utensils,False
oof,user18,training_1335,multi,3,user18,D,B,1,2,1.0,1,Squats,False
oof,user18,training_1336,multi,2,user18,AB,A,2,27,0.5,2,Eating,False
oof,user18,training_1337,multi,2,user18,ACD,C,6,36,0.3333333333333333,5,Stirring,False
oof,user18,training_2097,combination,2,user18,C,B,1,1,1.0,1,"Wiping hands, Getting dressed",False
oof,user18,training_2107,combination,2,user18,C,C,1,1,1.0,1,"Walking, Wiping surface",True
oof,user18,training_2603,sequence,3,user18,CBAD,CBAD,1,20,1.0,1,Walking|Sitting down|Listening to the music with headphones|Reading,True
oof,user18,training_2609,sequence,3,user18,BACD,BACD,3,8,1.0,1,Sitting down|Listening to the music with headphones|Writing|Turning a page,True
oof,user18,training_2610,sequence,3,user18,ABDC,ABDC,3,8,1.0,1,Sitting down|Listening to the music with headphones|Writing|Turning a page,True
oof,user18,training_2614,sequence,3,user18,DBCA,DBCA,1,2,1.0,1,Running|Stretching|Typing on a keyboard|Lunges,True
oof,user18,training_2615,sequence,3,user18,DACB,DACB,3,3,1.0,1,Undressing|Getting dressed|Stretching|Squats,True
oof,user18,training_2616,sequence,3,user18,ACBD,ACBD,3,3,1.0,1,Undressing|Getting dressed|Stretching|Squats,True
oof,user18,training_2617,sequence,3,user18,CBAD,CBAD,3,3,1.0,1,Undressing|Getting dressed|Stretching|Squats,True
oof,user18,training_2621,sequence,3,user18,ADBC,ADBC,3,5,1.0,1,Washing face|Brushing teeth|Taking medicine|Checking body temperature,True
oof,user18,training_3208,emotion,3,user18,C,C,3,3,0.3333333333333333,3,Unhurriedly,True
oof,user18,training_3209,emotion,3,user18,C,A,4,4,0.5,3,Unhurriedly,False
oof,user18,training_3210,emotion,3,user18,C,A,3,3,0.3333333333333333,3,Unhurriedly,False
oof,user18,training_3211,emotion,3,user18,B,B,3,3,0.3333333333333333,3,Contently,True
oof,user18,training_3212,emotion,3,user18,B,A,3,3,0.3333333333333333,3,Contently,False
oof,user18,training_3213,emotion,3,user18,A,C,3,3,0.3333333333333333,3,Contently,False
oof,user18,training_3214,emotion,3,user18,A,A,3,4,0.3333333333333333,3,Relaxedly,True
oof,user18,training_3215,emotion,3,user18,B,D,3,4,0.3333333333333333,3,Relaxedly,False
oof,user18,training_3216,emotion,3,user18,A,B,3,4,0.3333333333333333,3,Relaxedly,False
oof,user18,training_3217,emotion,3,user18,D,D,3,3,0.3333333333333333,3,Meticulously,True
oof,user18,training_3218,emotion,3,user18,A,D,3,3,0.3333333333333333,3,Meticulously,False
oof,user18,training_3219,emotion,3,user18,D,C,3,4,0.3333333333333333,3,Meticulously,False
oof,user18,training_3220,emotion,3,user18,C,C,3,3,0.3333333333333333,3,Deliberately,True
oof,user18,training_3221,emotion,3,user18,D,A,3,3,0.3333333333333333,3,Deliberately,False
oof,user18,training_3222,emotion,3,user18,D,C,3,3,0.3333333333333333,3,Deliberately,False
oof,user18,training_3223,emotion,3,user18,A,A,3,3,0.3333333333333333,3,Leisurely,True
oof,user18,training_3224,emotion,3,user18,A,C,3,3,0.3333333333333333,3,Leisurely,False
oof,user18,training_3225,emotion,3,user18,B,D,3,3,0.3333333333333333,3,Leisurely,False
oof,user18,training_3226,emotion,3,user18,D,D,3,3,0.3333333333333333,3,Gently,True
oof,user18,training_3227,emotion,3,user18,A,C,7,8,0.2857142857142857,4,Hurriedly,False
oof,user18,training_3228,emotion,3,user18,B,C,5,5,0.6,3,Quickly,False
oof,user18,training_3229,emotion,3,user18,B,A,5,6,0.4,3,Steadily,False
oof,user18,training_3230,emotion,3,user18,B,D,3,4,0.3333333333333333,3,Quietly,False
