split,fold,block_id,qa_id,user,trial_key,source,category,block_size,block_regime,action,action_identity,option_letters,action_in_this_multi_options,ground_truth_answer,champion_answer,best_x_answer,champion_multi_correct,ground_truth_pool_member,ground_truth_multi_member,champion_pool_member,champion_multi_member,pool_omission,false_negative_action,spurious_action,selected_session_pool,selected_pool_cardinality,selected_pool_score,best_pool_containing_action,best_pool_containing_action_rank,best_pool_containing_action_score,selected_minus_best_x_score,best_x_pool_cardinality,best_x_added_actions,best_x_removed_actions,displaced_action,best_x_multi_correct,best_x_would_change_question,napp,napp_frac,n_single,n_multi,n_comb,n_seq,forced,candidate_universe_size,block_question_count,co_max,co_mean,co_n,dense_skel_imu_probability_max,dense_skel_imu_probability_mean,dense_skel_imu_probability_topk,dense_skel_imu_probability_fraction,dense_skel_imu_logit_max,dense_dino_probability_max,pool_logodds,pool_probability,train_action_session_count,train_action_session_rate,sibling_count,sibling_gt_action_count,sibling_pred_multi_action_count,sibling_pred_action_count,sibling_pred_single_action_count,sibling_pred_combination_action_count,sibling_pred_sequence_action_count,harn_child_pred_support_count,harn_child_gt_support_count,parent_session_pool_support,block_conformance,block_intersection_size,candidate_pool_count,enumeration_status,skeleton_available,physical_features_available,imu_available,dense_logits_available,dino_video_available,dino_dense_available,action_oof_reliability_n,action_oof_precision_at_0p5,action_oof_brier
oof,1,f1b046,training_1240,user16,7-1,HAU,multi,3,triple,Wiping hands,4_Wipe_hands,,0,AD,AD,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Mopping||Sitting down||Standing up||Wiping hands,27.0,80.3423123170764,40.01742035725583,4.0,Mopping||Standing up||Wiping hands,Massaging oneself,Massaging oneself,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,1.230923424887403,0.4156033648450512,2,0.3112753746765,0.013169732792214102,0.15218908493185326,0.006666666666666667,-0.2171231359243393,6.474852125393227e-05,-3.780039614427884,0.022312574504887085,20,0.09302325581395349,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,57,0.8823529411764706,0.024118973286367078
oof,1,f1b046,training_1240,user16,7-1,HAU,multi,3,triple,Wiping surface,15_Wipe_windows_and_tables,,0,AD,AD,A,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,-0.18265218995947305,-1.8395798757129767,2,0.0021187585204773185,0.00011874748454360205,0.0020646196272407122,0.0,-4.844499588012695,0.0035528566056330286,-6.0,0.0024726231566347743,16,0.07441860465116279,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,95,1.0,6.972834923199977e-05
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Brushing teeth,1_Brush_teeth,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,0.6931471805599453,-1.3013448427221919,2,0.0014227539086277832,2.9938306451243044e-05,0.0007273978065384089,0.0,-4.939051628112793,3.08701225679085e-05,-6.0,0.0024726231566347743,13,0.06046511627906977,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,93,1.0,0.0015929538215024464
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Combing hair,2_Comb_hair,,0,C,C,C,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Combing hair||Massaging oneself||Sitting down,2.0,111.65768768292361,8.702044991408627,3.0,Combing hair,,,1,0,1.0,0.1111111111111111,0,1,0,0,0,21,9,0.891469078700341,0.2174325045504946,2,0.08770546569888081,0.0026234857389787307,0.0625085154232303,0.0,-1.7347548007965088,5.2234950999263674e-05,-4.351022495704315,0.012729492893068347,15,0.06976744186046512,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,82,1.0,0.0319989770828214
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Folding clothes,16_Fold_clothes,,0,C,C,C,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Folding clothes||Massaging oneself||Sitting down,3.0,108.35973267433224,12.0,3.0,Folding clothes,,,1,0,1.0,0.1111111111111111,0,1,0,0,0,21,9,0.26933293378358436,-1.2193586336593127,2,0.0025144826587555663,4.5907751977328536e-05,0.0012421066912831219,0.0,-4.899637699127197,0.0001032798918458866,-6.0,0.0024726231566347743,7,0.03255813953488372,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,71,1.0,0.00011130011971712233
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Getting dressed,5_Put_on_clothes,D,1,C,C,CD,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Getting dressed||Massaging oneself||Sitting down,4.0,108.35973267433224,12.0,3.0,Getting dressed,,,0,1,2.0,0.2222222222222222,0,2,0,0,0,21,9,0.43363598507486073,-0.3275772826473746,2,2.9145390223155638e-05,1.009428256953786e-06,1.0063399757395277e-05,0.0,-9.388152122497559,1.9324907307398983e-06,-6.0,0.0024726231566347743,17,0.07906976744186046,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,92,1.0,0.0005562994426017328
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Massaging oneself,38_Massage_oneself,,0,C,C,C,1,1,0,1,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Massaging oneself||Sitting down,1.0,120.35973267433224,0.0,2.0,,,,1,0,9.0,1.0,1,2,6,0,0,21,9,0.4124337774242577,0.4124337774242577,2,0.9469795652798243,0.06135542317979375,0.8703030716805231,0.20666666666666667,-0.009776449762284756,0.03912103116246206,6.0,0.9975273768433653,19,0.08837209302325581,2,2,2,2,1,2,0,0,0,1,1,3,442,enumerated,0,1,0,1,1,1,87,0.85,0.04319286237235907
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Mopping,13_Mop_the_floor,A,1,C,C,AC,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Mopping||Sitting down||Standing up||Wiping hands,27.0,80.3423123170764,40.01742035725583,4.0,Mopping||Standing up||Wiping hands,Massaging oneself,Massaging oneself,0,1,3.0,0.3333333333333333,0,1,2,0,0,21,9,-1.08879055036961,-2.322069305929512,2,4.415679787988275e-05,2.005063598475479e-06,2.906399305084322e-05,0.0,-9.573724746704102,5.508276635574865e-06,-6.0,0.0024726231566347743,17,0.07906976744186046,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,76,0.75,0.019341288760110154
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Peeling fruit,11_Peel_fruits,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Getting dressed||Massaging oneself||Peeling fruit||Taking medicine||Undressing||Walking||Wiping surface,65.0,36.359732674332236,84.0,7.0,Getting dressed||Peeling fruit||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,-0.7265341965926824,-0.976921840548927,2,1.6221552674064048e-05,4.6515821370956325e-07,8.143760750839712e-06,0.0,-10.241409301757812,0.010033473380774793,-6.0,0.0024726231566347743,33,0.15348837209302327,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,93,1.0,0.020557160288847957
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Reading,21_Read_documents,,0,C,C,C,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Massaging oneself||Reading||Sitting down,5.0,108.35973267433224,12.0,3.0,Reading,,,1,0,1.0,0.1111111111111111,0,1,0,0,0,21,9,0.9101121288262136,-1.4908540846422067,2,0.004630002219658178,0.0003791890141309634,0.0045995677597269035,0.0,-4.263763427734375,0.0034188159957661162,-6.0,0.0024726231566347743,24,0.11162790697674418,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,82,0.8823529411764706,0.020059684853907807
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Sitting down,34_Sit_down,C,1,C,C,C,1,1,1,1,1,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Massaging oneself||Sitting down,1.0,120.35973267433224,0.0,2.0,,,,1,0,11.0,1.2222222222222223,2,3,6,0,0,21,9,0.39624845300324035,0.39624845300324035,2,0.9997854403087071,0.12657609295299807,0.983329468539783,0.25,-5.972207145532593e-05,0.7056995459965297,6.0,0.9975273768433653,54,0.25116279069767444,2,2,2,2,1,2,0,0,0,1,1,3,442,enumerated,0,1,0,1,1,1,92,1.0,0.036115701148026556
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Squats,29_Do_squats,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Getting dressed||Massaging oneself||Squats||Taking medicine||Undressing||Walking||Wiping surface,68.0,36.359732674332236,84.0,7.0,Getting dressed||Squats||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,0.815570595772831,0.4936325299962497,2,0.00011785065018037649,1.6164471651519462e-05,0.00011487362938039167,0.0,-7.750441074371338,4.9241983106185216e-05,-6.0,0.0024726231566347743,21,0.09767441860465116,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,66,1.0,0.003212839971612566
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Standing up,32_Stand_up,,0,C,C,AC,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Mopping||Sitting down||Standing up||Wiping hands,27.0,80.3423123170764,40.01742035725583,4.0,Mopping||Standing up||Wiping hands,Massaging oneself,Massaging oneself,0,1,3.0,0.3333333333333333,1,0,2,0,0,21,9,0.6665675427552334,0.6097378835189727,2,0.000418990696614076,1.5701228807299727e-05,0.0002508650241793475,0.0,-6.572304725646973,0.0001760241420275374,-4.2286705642000255,0.014362463654947328,30,0.13953488372093023,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,76,1.0,0.04384519666593034
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Sweeping,12_Sweep_the_floor,,0,C,C,,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,,,,,,,,,0,0,1.0,0.1111111111111111,1,0,0,0,0,21,9,-0.24149268998240636,-1.89842037573591,2,0.000680213281676905,1.6637949072932636e-05,0.0003522514536295299,0.0,-5.844442367553711,1.4535072068611042e-05,-6.0,0.0024726231566347743,17,0.07906976744186046,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,75,1.0,0.0008465371380108406
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Taking medicine,37_Take_medicine,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,1.4991874114820822,0.7757279200139195,2,0.0005724205288320913,2.212911800896818e-05,0.0004755177362667274,0.0,-6.636289119720459,1.0588621344303256e-05,-6.0,0.0024726231566347743,20,0.09302325581395349,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,88,1.0,0.00016341183162547914
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Typing on a keyboard,17_Tap_the_keyboard,,0,C,C,,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,,,,,,,,,0,0,1.0,0.1111111111111111,1,0,0,0,0,21,9,0.991467651216782,-1.470178990753772,2,0.4605722895690373,0.013033261370909403,0.2434892443808189,0.03333333333333333,-0.4860791862010956,0.000558765118642311,-6.0,0.0024726231566347743,25,0.11627906976744186,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,82,1.0,0.002120268968306196
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Undressing,3_Take_off_clothes,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,0.5549968420791281,-0.20621642564310716,2,6.810120222715861e-05,1.9777090449631433e-06,3.917107857557225e-05,0.0,-8.869392395019531,0.000942702596408448,-6.0,0.0024726231566347743,15,0.06976744186046512,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,68,,0.005466560035748004
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Walking,36_Walk,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,0.3318532907649184,0.13797052526053666,2,0.002579502320648836,0.00013475483951498016,0.0017668709184103393,0.0,-5.1915106773376465,3.252902446807379e-05,-6.0,0.0024726231566347743,108,0.5023255813953489,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,124,1.0,0.00020920460081121114
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Washing dishes,14_Wipe_bowls,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing dishes||Wiping surface,60.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Washing dishes||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,-2.9444389791664407,-2.9444389791664407,2,1.3995517227678126e-06,1.0539272489478863e-07,1.0245656978401572e-06,0.0,-12.927485466003418,3.019543389979974e-05,-6.0,0.0024726231566347743,9,0.04186046511627907,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,75,1.0,0.0062774988057377416
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Washing face,0_Wash_face,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping surface,61.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Washing face||Wiping surface,Sitting down,Sitting down,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,1.0445450673978338,-0.9499469558843034,2,0.00010448330847014272,2.5752381328896207e-06,6.389634778488904e-05,0.0,-8.588667869567871,2.1545221605785105e-05,-6.0,0.0024726231566347743,9,0.04186046511627907,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,73,1.0,0.02727308491964628
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Watching TV,25_Watch_TV,B,1,C,C,BC,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Massaging oneself||Sitting down||Watching TV,6.0,108.35973267433224,12.0,3.0,Watching TV,,,0,1,1.0,0.1111111111111111,0,1,0,0,0,21,9,-1.6094379124341003,-1.6094379124341003,2,2.3765291124228886e-06,2.730389636230426e-07,1.4400912419887393e-06,0.0,-12.265408515930176,3.3414955599323347e-07,-6.0,0.0024726231566347743,2,0.009302325581395349,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,78,1.0,0.032091190287802066
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Wiping hands,4_Wipe_hands,,0,C,C,AC,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Mopping||Sitting down||Standing up||Wiping hands,27.0,80.3423123170764,40.01742035725583,4.0,Mopping||Standing up||Wiping hands,Massaging oneself,Massaging oneself,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,1.230923424887403,0.4156033648450512,2,0.3112753746765,0.013169732792214102,0.15218908493185326,0.006666666666666667,-0.2171231359243393,0.00024029015964645493,-3.780039614427884,0.022312574504887085,20,0.09302325581395349,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,57,0.8823529411764706,0.024118973286367078
oof,1,f1b046,training_1241,user16,7-1,HAU,multi,3,triple,Wiping surface,15_Wipe_windows_and_tables,,0,C,C,D,1,0,0,0,0,0,0,0,Massaging oneself||Sitting down,2,120.35973267433224,Brushing teeth||Getting dressed||Massaging oneself||Taking medicine||Undressing||Walking||Wiping surface,59.0,36.359732674332236,84.0,7.0,Brushing teeth||Getting dressed||Taking medicine||Undressing||Walking||Wiping surface,Sitting down,Sitting down,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,-0.18265218995947305,-1.8395798757129767,2,0.0021187585204773185,0.00011874748454360205,0.0020646196272407122,0.0,-4.844499588012695,0.7450891137123108,-6.0,0.0024726231566347743,16,0.07441860465116279,2,0,0,0,0,0,0,0,0,0,1,3,442,enumerated,0,1,0,1,1,1,95,1.0,6.972834923199977e-05
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Checking body temperature,39_Take_body_temperature,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading||Taking a selfie,33.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,1.0658224658451187,0.2564951820756066,2,0.0023521992042451045,0.00016904793751628807,0.0021087006506397593,0.0,-4.997426986694336,0.00013849218573471132,-4.764433029867836,0.008455614705438944,15,0.06976744186046512,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,76,0.875,0.012804091775429067
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Combing hair,2_Comb_hair,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,222.0,-3.847026188259818,124.4388861425119,9.0,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,Taking a selfie||Walking,Taking a selfie||Walking,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,-0.18510732156858814,-1.8095472630268672,2,0.05561861451964692,0.0029377945509675013,0.04745428290123397,0.0,-1.1353663206100464,0.06837128754705189,-6.0,0.0024726231566347743,15,0.06976744186046512,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,82,1.0,0.0319989770828214
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Getting dressed,5_Put_on_clothes,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,222.0,-3.847026188259818,124.4388861425119,9.0,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,Taking a selfie||Walking,Taking a selfie||Walking,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,-0.674192958698173,-2.114770510093793,2,5.8388766218188585e-05,5.631477586984385e-06,4.652325147283927e-05,0.0,-8.73275089263916,6.708203402792735e-06,-6.0,0.0024726231566347743,17,0.07906976744186046,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,92,1.0,0.0005562994426017328
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Grabbing utensils,8_Take_and_use_tableware,A,1,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading||Taking a selfie,33.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,3.0,0.3333333333333333,0,1,2,0,0,21,9,0.2951170509392991,0.1926364348237894,2,0.0017114874447413187,6.6146931620447e-05,0.001083864034756386,0.0,-5.017267227172852,1.6415842635199495e-05,-3.561777161742555,0.02760467850453276,33,0.15348837209302327,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,81,1.0,0.06405455009383483
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Lying down,33_Lie_down,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Grabbing utensils||Lying down||Mopping||Peeling fruit||Reading||Taking a selfie,36.0,53.46830563076698,67.12355432348511,6.0,Grabbing utensils||Lying down||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,1.3643154544011153,0.7388505606942619,2,0.0014514589477455178,6.048195169662879e-05,0.0011901978701546667,0.0,-5.1615400314331055,9.393915284558066e-05,-6.0,0.0024726231566347743,11,0.05116279069767442,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,70,1.0,0.00676201210975333
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Massaging oneself,38_Massage_oneself,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,222.0,-3.847026188259818,124.4388861425119,9.0,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,Taking a selfie||Walking,Taking a selfie||Walking,0,1,3.0,0.3333333333333333,1,0,2,0,0,21,9,-0.03519214150818461,-1.8493768938189155,2,0.007155554269307425,0.00027869320317459444,0.005920931695852362,0.0,-4.371336936950684,0.2342121521277087,-6.0,0.0024726231566347743,19,0.08837209302325581,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,87,0.85,0.04319286237235907
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Mopping,13_Mop_the_floor,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading||Taking a selfie,33.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,0.26407667989475736,-1.6456356907973282,2,4.862290895094442e-05,2.6780338642268397e-06,4.030771245920407e-05,0.0,-9.209527969360352,2.397821975007121e-06,-6.0,0.0024726231566347743,17,0.07906976744186046,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,76,0.75,0.019341288760110154
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Peeling fruit,11_Peel_fruits,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading||Taking a selfie,33.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,0.03458596755346903,-2.0850533259187483,2,0.0037523738832180614,0.00011599943538601538,0.0037523536759017095,0.0,-3.7532448768615723,2.7740126751853363e-06,-6.0,0.0024726231566347743,33,0.15348837209302327,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,93,1.0,0.020557160288847957
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Playing games,26_Play_games,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Playing games||Reading||Taking a selfie,34.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Playing games||Reading,Walking,Walking,0,1,1.0,0.1111111111111111,1,0,0,0,0,21,9,1.3643154544011153,0.5549881706316031,2,4.6356859405857366e-05,2.9917244498612904e-06,3.937087689287466e-05,0.0,-8.513001441955566,1.1701647118960472e-05,-6.0,0.0024726231566347743,11,0.05116279069767442,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,72,1.0,1.6565616633256658e-05
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Reading,21_Read_documents,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading||Taking a selfie,33.0,55.9394395710313,64.65242038322079,6.0,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Reading,Walking,Walking,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,0.6079893722196384,0.309487712216117,2,0.0001404363947179783,8.680457980679503e-06,0.00013896212907990195,0.0,-7.384959697723389,1.665904515643238e-05,-6.0,0.0024726231566347743,24,0.11162790697674418,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,82,0.8823529411764706,0.020059684853907807
oof,1,f1b047,training_1458,user21,5-1,HAU,multi,3,triple,Running,28_Jog_in_place,,0,C,C,A,1,0,0,0,0,0,0,0,Taking a selfie||Walking,2,120.59185995425209,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,222.0,-3.847026188259818,124.4388861425119,9.0,Combing hair||Getting dressed||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Reading||Running||Squats,Taking a selfie||Walking,Taking a selfie||Walking,0,1,2.0,0.2222222222222222,0,0,2,0,0,21,9,1.2809338454620642,0.3459493475520991,2,0.0088684007901715,0.0004829913710629192,0.008769128505771766,0.0,-3.0387589931488037,4.100314117749803e-05,-4.657665909513398,0.009399396823838543,12,0.05581395348837209,2,0,0,0,0,0,0,0,0,0,1,3,416,enumerated,0,1,0,1,1,1,52,1.0,9.626472003623372e-05
