split,fold,block_id,block_indices,block_paths,block_size,block_regime,block_n_questions,block_universe_size,block_free_size,block_forced_actions,block_intersection_size,block_conformance,true_session_ids,true_block_pure,true_block_size,candidate_count,enumeration_status,selected_pool,selected_pool_cardinality,selected_pool_score,production_selected_pool,production_pool_match
oof,2,f2b047,"[251,252,253]","[""HAU/user20/6-3-1"",""HAU/user20/6-3-2"",""HAU/user20/6-3-3""]",3,triple,12,26,20,Listening to the music with headphones||Mopping||Pouring||Standing up||Stirring||Walking,3,1,[46],1,3,1280,enumerated,Listening to the music with headphones||Mopping||Pouring||Standing up||Stirring||Walking,6,98.63024300577251,Listening to the music with headphones||Mopping||Pouring||Standing up||Stirring||Walking,1
oof,2,f2b048,"[254,255]","[""HAU/user7/3-3-1"",""HAU/user7/3-3-3""]",2,pair,6,12,12,,3,1,[47],1,2,24,enumerated,Walking||Wiping surface,2,60.625976412202164,Walking||Wiping surface,1
oof,2,f2b049,"[256,257,258]","[""HAU/user18/2-2-1"",""HAU/user18/2-2-2"",""HAU/user18/2-2-3""]",3,triple,9,15,15,,3,1,[48],1,3,38,enumerated,Walking||Wiping surface,2,85.34419195624,Walking||Wiping surface,1
oof,2,f2b050,"[259,260,261]","[""HAU/user18/1-2-1"",""HAU/user18/1-2-2"",""HAU/user18/1-2-3""]",3,triple,12,24,18,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,3,1,[49],1,3,600,enumerated,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,6,91.60214502590264,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,1
oof,2,f2b051,"[262,263,264]","[""HAU/user20/2-1-1"",""HAU/user20/2-1-2"",""HAU/user20/2-1-3""]",3,triple,12,24,19,Drinking||Grabbing utensils||Mopping||Sweeping||Walking,3,1,[50],1,3,128,enumerated,Drinking||Eating||Grabbing utensils||Mopping||Pouring||Sweeping||Walking,7,98.23536356472732,Drinking||Eating||Grabbing utensils||Mopping||Pouring||Sweeping||Walking,1
oof,2,f2b052,"[265,266,267]","[""HAU/user8/7-2-1"",""HAU/user8/7-2-2"",""HAU/user8/7-2-3""]",3,triple,9,23,23,,3,1,[51],1,3,1,unsat_fallback,Drinking||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring||Taking medicine,7,130.01436505633484,Drinking||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring||Taking medicine,1
oof,2,f2b053,"[268,269]","[""HAU/user8/4-1-2"",""HAU/user8/4-1-3""]",2,pair,8,18,14,Listening to the music with headphones||Sitting down||Turning a page||Writing,3,1,[52],1,2,24,enumerated,Listening to the music with headphones||Reading||Sitting down||Turning a page||Writing,5,78.03973632462277,Listening to the music with headphones||Reading||Sitting down||Turning a page||Writing,1
oof,2,f2b054,"[270,271]","[""HAU/user8/5-1-2"",""HAU/user8/5-1-3""]",2,pair,8,21,16,Checking the time||Lunges||Sitting down||Stretching||Typing on a keyboard,3,1,[53],1,2,192,enumerated,Checking the time||Lunges||Running||Sitting down||Standing up||Stretching||Typing on a keyboard,7,83.53400832217179,Checking the time||Lunges||Running||Sitting down||Standing up||Stretching||Typing on a keyboard,1
oof,2,f2b055,"[272,273,274]","[""HAU/user20/1-2-1"",""HAU/user20/1-2-2"",""HAU/user20/1-2-3""]",3,triple,9,24,24,,3,1,[54],1,3,1,unsat_fallback,Squats||Stretching||Walking,3,129.61254752670988,Squats||Stretching||Walking,1
oof,2,f2b056,"[275,276,277]","[""HAU/user18/7-1-1"",""HAU/user18/7-1-2"",""HAU/user18/7-1-3""]",3,triple,12,31,23,Brushing teeth||Checking body temperature||Combing hair||Getting dressed||Taking medicine||Undressing||Washing face||Wiping hands,3,1,[55],1,3,3680,enumerated,Brushing teeth||Checking body temperature||Combing hair||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping hands,9,127.13791249153729,Brushing teeth||Checking body temperature||Combing hair||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping hands,1
oof,2,f2b057,"[278,279]","[""HAU/user7/6-3-1"",""HAU/user7/6-3-3""]",2,pair,8,19,15,Checking the time||Sitting down||Typing on a keyboard||Walking,3,1,[56],1,2,80,enumerated,Checking the time||Sitting down||Typing on a keyboard||Walking,4,83.63250425252716,Checking the time||Sitting down||Typing on a keyboard||Walking,1
oof,2,f2b058,"[280,281,282]","[""HAU/user20/4-1-1"",""HAU/user20/4-1-2"",""HAU/user20/4-1-3""]",3,triple,12,27,21,Checking the time||Drinking||Reading||Turning a page||Typing on a keyboard||Using a phone,3,1,[57],1,3,896,enumerated,Checking the time||Drinking||Reading||Turning a page||Typing on a keyboard||Using a phone,6,121.2434220407138,Checking the time||Drinking||Reading||Turning a page||Typing on a keyboard||Using a phone,1
oof,3,f3b000,"[72,73,74]","[""HAU/user3/5-1-1"",""HAU/user3/5-1-2"",""HAU/user3/5-1-3""]",3,triple,9,27,27,,3,1,[0],1,3,1,unsat_fallback,Drinking||Grabbing utensils||Pouring||Stirring,4,159.51115656459393,Drinking||Grabbing utensils||Pouring||Stirring,1
oof,3,f3b001,"[75,76]","[""HAU/user9/6-1-1"",""HAU/user9/6-1-2""]",2,pair,8,18,13,Checking the time||Reading||Sitting down||Typing on a keyboard||Writing,3,1,[1],1,2,8,enumerated,Checking the time||Reading||Sitting down||Typing on a keyboard||Writing,5,76.46127447068122,Checking the time||Reading||Sitting down||Typing on a keyboard||Writing,1
oof,3,f3b002,"[77,78]","[""HAU/user3/2-2-2"",""HAU/user3/2-2-3""]",2,pair,8,16,12,Checking body temperature||Massaging oneself||Taking medicine||Walking,3,1,[2],1,2,16,enumerated,Checking body temperature||Massaging oneself||Taking medicine||Walking,4,65.33748597850699,Checking body temperature||Massaging oneself||Taking medicine||Walking,1
oof,3,f3b003,"[79,80,81]","[""HAU/user3/6-1-1"",""HAU/user3/6-1-2"",""HAU/user3/6-1-3""]",3,triple,9,20,20,,3,1,[3],1,3,112,enumerated,Drinking||Eating||Grabbing utensils||Walking,4,111.48687809943799,Drinking||Eating||Grabbing utensils||Walking,1
oof,3,f3b004,"[82,83,84]","[""HAU/user9/7-1-1"",""HAU/user9/7-1-2"",""HAU/user9/7-1-3""]",3,triple,9,20,20,,3,1,[4],1,3,228,enumerated,Checking body temperature||Massaging oneself||Playing games||Taking medicine,4,111.91665865911527,Checking body temperature||Massaging oneself||Playing games||Taking medicine,1
oof,3,f3b005,"[85,86,87]","[""HAU/user9/4-3-1"",""HAU/user9/4-3-2"",""HAU/user9/4-3-3""]",3,triple,9,15,15,,3,1,[5],1,3,12,enumerated,Sitting down||Typing on a keyboard||Walking,3,84.65279524118435,Sitting down||Typing on a keyboard||Walking,1
oof,3,f3b006,"[88,89,90]","[""HAU/user9/2-2-1"",""HAU/user9/2-2-2"",""HAU/user9/2-2-3""]",3,triple,9,22,22,,3,1,[6],1,3,784,enumerated,Jumping jacks||Squats||Walking,3,130.82719358958906,Jumping jacks||Squats||Walking,1
oof,3,f3b007,"[91,92]","[""HAU/user5/6-1-2"",""HAU/user5/6-1-3""]",2,pair,8,19,15,Lunges||Lying down||Standing up||Walking,3,1,[7],1,2,800,enumerated,Lunges||Lying down||Standing up||Walking,4,83.82237742361303,Lunges||Lying down||Standing up||Walking,1
oof,3,f3b008,"[93,94,95]","[""HAU/user3/2-1-1"",""HAU/user3/2-1-2"",""HAU/user3/2-1-3""]",3,triple,12,23,17,Lying down||Running||Squats||Standing up||Stretching||Walking,3,1,[8],1,3,32,enumerated,Lying down||Running||Squats||Standing up||Stretching||Walking,6,98.8592807242918,Lying down||Running||Squats||Standing up||Stretching||Walking,1
oof,3,f3b009,"[96,97]","[""HAU/user5/7-2-1"",""HAU/user5/7-2-2""]",2,pair,6,15,15,,3,1,[9],1,2,116,enumerated,Drinking||Mopping||Walking,3,73.65598547315862,Drinking||Mopping||Walking,1
oof,3,f3b010,"[98,99,100]","[""HAU/user9/3-3-1"",""HAU/user9/3-3-2"",""HAU/user9/3-3-3""]",3,triple,12,20,14,Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,3,1,[10],1,3,16,enumerated,Drinking||Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,7,72.82838131325494,Drinking||Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,1
oof,3,f3b011,"[101,102]","[""HAU/user5/3-2-2"",""HAU/user5/3-2-3""]",2,pair,6,17,17,,3,1,[11],1,2,362,enumerated,Drinking||Eating||Peeling fruit||Pouring||Walking,5,90.36545198481681,Drinking||Eating||Peeling fruit||Pouring||Walking,1
oof,3,f3b012,"[103,104]","[""HAU/user9/1-1-1"",""HAU/user9/1-1-2""]",2,pair,8,18,13,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,3,1,[12],1,2,24,enumerated,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,5,74.15576923423454,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,1
oof,3,f3b013,"[105,106,107]","[""HAU/user9/6-2-1"",""HAU/user9/6-2-2"",""HAU/user9/6-2-3""]",3,triple,12,22,17,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,3,1,[13],1,3,56,enumerated,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,5,100.52086636132168,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,1
oof,3,f3b014,"[108,109,110]","[""HAU/user3/3-1-1"",""HAU/user3/3-1-2"",""HAU/user3/3-1-3""]",3,triple,9,22,22,,3,1,[14],1,3,1094,enumerated,Peeling fruit||Washing dishes,2,130.6665852815391,Peeling fruit||Washing dishes,1
oof,3,f3b015,"[111,112,113]","[""HAU/user5/7-1-1"",""HAU/user5/7-1-2"",""HAU/user5/7-1-3""]",3,triple,12,26,21,Combing hair||Sitting down||Standing up||Taking medicine||Walking,3,1,[15],1,3,192,enumerated,Combing hair||Sitting down||Standing up||Taking medicine||Walking,5,122.12050935667904,Combing hair||Sitting down||Standing up||Taking medicine||Walking,1
oof,3,f3b016,"[114,115,116]","[""HAU/user5/1-2-1"",""HAU/user5/1-2-2"",""HAU/user5/1-2-3""]",3,triple,9,25,25,,3,1,[16],1,3,1,unsat_fallback,Drinking||Eating||Peeling fruit||Pouring||Stirring||Walking,6,131.72553971164828,Drinking||Eating||Peeling fruit||Pouring||Stirring||Walking,1
oof,3,f3b017,"[117,118]","[""HAU/user9/4-2-1"",""HAU/user9/4-2-2""]",2,pair,5,15,15,,3,1,[17],1,2,360,enumerated,Drinking||Squats||Stretching||Walking,4,83.2613818210908,Drinking||Squats||Stretching||Walking,1
oof,3,f3b018,"[119,120,121]","[""HAU/user9/2-3-1"",""HAU/user9/2-3-2"",""HAU/user9/2-3-3""]",3,triple,9,16,16,,3,1,[18],1,3,28,enumerated,Peeling fruit||Walking,2,94.48655027628507,Peeling fruit||Walking,1
oof,3,f3b019,"[122,123,124]","[""HAU/user9/1-2-1"",""HAU/user9/1-2-2"",""HAU/user9/1-2-3""]",3,triple,12,23,19,Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking,3,1,[19],1,3,296,enumerated,Listening to the music with headphones||Reading||Sitting down||Typing on a keyboard||Walking,5,101.234363581589,Listening to the music with headphones||Reading||Sitting down||Typing on a keyboard||Walking,1
oof,3,f3b020,"[125,126,127]","[""HAU/user9/5-1-1"",""HAU/user9/5-1-2"",""HAU/user9/5-1-3""]",3,triple,9,16,16,,3,1,[20],1,3,32,enumerated,Listening to the music with headphones||Playing games||Standing up,3,94.27785434442512,Listening to the music with headphones||Playing games||Standing up,1
oof,3,f3b021,"[128,129]","[""HAU/user9/2-1-1"",""HAU/user9/2-1-2""]",2,pair,6,17,17,,3,1,[21],1,2,429,enumerated,Drinking||Grabbing utensils||Pouring||Stirring,4,92.98237217438727,Drinking||Grabbing utensils||Pouring||Stirring,1
oof,3,f3b022,"[130,131,132]","[""HAU/user5/4-2-1"",""HAU/user5/4-2-2"",""HAU/user5/4-2-3""]",3,triple,9,20,20,,3,1,[22],1,3,212,enumerated,Pouring||Stirring||Walking,3,113.71183595992562,Pouring||Stirring||Walking,1
oof,3,f3b023,"[133,134]","[""HAU/user3/1-1-2"",""HAU/user3/1-1-3""]",2,pair,6,16,16,,3,1,[23],1,2,300,enumerated,Checking the time||Getting dressed,2,63.56240421242363,Checking the time||Getting dressed,1
oof,3,f3b024,"[135,136,137]","[""HAU/user9/3-1-1"",""HAU/user9/3-1-2"",""HAU/user9/3-1-3""]",3,triple,9,18,18,,3,1,[24],1,3,52,enumerated,Playing games||Undressing,2,107.78377412002544,Playing games||Undressing,1
oof,3,f3b025,"[138,139,140]","[""HAU/user9/3-2-1"",""HAU/user9/3-2-2"",""HAU/user9/3-2-3""]",3,triple,9,19,19,,3,1,[25],1,3,128,enumerated,Drinking||Pouring||Stirring||Walking,4,114.0,Drinking||Pouring||Stirring||Walking,1
oof,3,f3b026,"[141,142]","[""HAU/user5/1-1-1"",""HAU/user5/1-1-2""]",2,pair,6,15,15,,3,1,[26],1,2,107,enumerated,Combing hair||Washing face,2,83.17999283417453,Combing hair||Washing face,1
oof,3,f3b027,"[143,144,145]","[""HAU/user5/3-1-1"",""HAU/user5/3-1-2"",""HAU/user5/3-1-3""]",3,triple,12,22,16,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,3,1,[27],1,3,48,enumerated,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,6,90.85916491467593,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,1
oof,3,f3b028,"[146,147,148]","[""HAU/user5/4-3-1"",""HAU/user5/4-3-2"",""HAU/user5/4-3-3""]",3,triple,9,20,20,,3,1,[28],1,3,186,enumerated,Reading||Turning a page||Walking,3,107.35351888577567,Reading||Turning a page||Walking,1
oof,3,f3b029,"[149,150,151]","[""HAU/user3/5-2-1"",""HAU/user3/5-2-2"",""HAU/user3/5-2-3""]",3,triple,12,27,21,Eating||Grabbing utensils||Listening to the music with headphones||Sitting down||Turning a page||Walking,3,1,[29],1,3,992,enumerated,Eating||Grabbing utensils||Listening to the music with headphones||Reading||Sitting down||Turning a page||Walking,7,110.13581837901188,Eating||Grabbing utensils||Listening to the music with headphones||Reading||Sitting down||Turning a page||Walking,1
oof,3,f3b030,"[152,153,154]","[""HAU/user3/6-2-1"",""HAU/user3/6-2-2"",""HAU/user3/6-2-3""]",3,triple,12,24,18,Mopping||Reading||Sitting down||Standing up||Sweeping||Walking,3,1,[30],1,3,160,enumerated,Checking the time||Mopping||Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,8,87.1050972114643,Checking the time||Mopping||Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,1
oof,3,f3b031,"[155,156,157]","[""HAU/user5/5-1-1"",""HAU/user5/5-1-2"",""HAU/user5/5-1-3""]",3,triple,9,18,18,,3,1,[31],1,3,72,enumerated,Mopping||Walking||Wiping surface,3,107.57883175699547,Mopping||Walking||Wiping surface,1
oof,3,f3b032,"[158,159,160]","[""HAU/user3/1-2-1"",""HAU/user3/1-2-2"",""HAU/user3/1-2-3""]",3,triple,9,20,20,,3,1,[32],1,3,156,enumerated,Combing hair||Drinking||Listening to the music with headphones||Walking,4,94.35343744570287,Combing hair||Drinking||Listening to the music with headphones||Walking,1
oof,3,f3b033,"[161,162]","[""HAU/user9/5-3-1"",""HAU/user9/5-3-2""]",2,pair,8,19,14,Checking the time||Massaging oneself||Playing games||Sitting down||Squats,3,1,[33],1,2,32,enumerated,Checking the time||Massaging oneself||Playing games||Sitting down||Squats||Walking,6,75.26451544007149,Checking the time||Massaging oneself||Playing games||Sitting down||Squats||Walking,1
oof,3,f3b034,"[163,164,165]","[""HAU/user5/6-2-1"",""HAU/user5/6-2-2"",""HAU/user5/6-2-3""]",3,triple,9,20,20,,3,1,[34],1,3,224,enumerated,Drinking||Eating||Peeling fruit||Walking,4,119.10408732730131,Drinking||Eating||Peeling fruit||Walking,1
oof,3,f3b035,"[166,167]","[""HAU/user9/7-2-2"",""HAU/user9/7-2-3""]",2,pair,8,21,17,Drinking||Sweeping||Walking||Wiping surface,3,1,[35],1,2,384,enumerated,Drinking||Eating||Mopping||Stirring||Sweeping||Walking||Wiping surface,7,69.15846567046631,Drinking||Eating||Mopping||Stirring||Sweeping||Walking||Wiping surface,1
oof,3,f3b036,"[168,169]","[""HAU/user5/2-1-2"",""HAU/user5/2-1-3""]",2,pair,6,19,19,,3,1,[36],1,2,1976,enumerated,Drinking||Eating||Grabbing utensils||Peeling fruit||Reading||Turning a page,6,68.48926586769304,Drinking||Eating||Grabbing utensils||Peeling fruit||Reading||Turning a page,1
oof,3,f3b037,"[170,171]","[""HAU/user5/5-2-1"",""HAU/user5/5-2-2""]",2,pair,6,14,14,,3,1,[37],1,2,48,enumerated,Lying down||Stretching||Walking,3,78.24658576676816,Lying down||Stretching||Walking,1
oof,3,f3b038,"[172,173]","[""HAU/user9/5-2-1"",""HAU/user9/5-2-2""]",2,pair,6,14,14,,3,1,[38],1,2,58,enumerated,Peeling fruit||Wiping hands,2,81.03692501590149,Peeling fruit||Wiping hands,1
oof,3,f3b039,"[174,175]","[""HAU/user3/3-2-1"",""HAU/user3/3-2-2""]",2,pair,8,20,14,Calling||Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking||Writing,3,1,[39],1,2,40,enumerated,Calling||Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking||Writing,6,83.25529335135428,Calling||Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking||Writing,1
oof,3,f3b040,"[176,177]","[""HAU/user3/4-1-2"",""HAU/user3/4-1-3""]",2,pair,8,23,18,Calling||Drinking||Peeling fruit||Turning a page||Typing on a keyboard,3,1,[40],1,2,128,enumerated,Calling||Drinking||Eating||Grabbing utensils||Peeling fruit||Stirring||Turning a page||Typing on a keyboard,8,68.33406658677474,Calling||Drinking||Eating||Grabbing utensils||Peeling fruit||Stirring||Turning a page||Typing on a keyboard,1
oof,3,f3b041,"[178,179,180]","[""HAU/user3/7-1-1"",""HAU/user3/7-1-2"",""HAU/user3/7-1-3""]",3,triple,12,27,20,Drinking||Massaging oneself||Pouring||Standing up||Stretching||Taking medicine||Walking,3,1,[41],1,3,256,enumerated,Drinking||Eating||Grabbing utensils||Massaging oneself||Pouring||Standing up||Stirring||Stretching||Taking medicine||Walking,10,94.6215445622114,Drinking||Eating||Grabbing utensils||Massaging oneself||Pouring||Standing up||Stirring||Stretching||Taking medicine||Walking,1
oof,3,f3b042,"[181,182,183]","[""HAU/user9/4-1-1"",""HAU/user9/4-1-2"",""HAU/user9/4-1-3""]",3,triple,9,20,20,,3,1,[42],1,3,96,enumerated,Checking the time||Reading||Typing on a keyboard,3,108.62062129629052,Checking the time||Reading||Typing on a keyboard,1
oof,3,f3b043,"[184,185,186]","[""HAU/user5/4-1-1"",""HAU/user5/4-1-2"",""HAU/user5/4-1-3""]",3,triple,9,21,21,,3,1,[43],1,3,578,enumerated,Calling||Checking the time||Typing on a keyboard,3,115.00176967538324,Calling||Checking the time||Typing on a keyboard,1
oof,4,f4b000,"[83,84,85]","[""HAU/user23/1-2-1"",""HAU/user23/1-2-2"",""HAU/user23/1-2-3""]",3,triple,9,17,17,,3,1,[0],1,3,48,enumerated,Lunges||Squats,2,87.77568417167859,Lunges||Squats,1
oof,4,f4b001,"[86,87,88]","[""HAU/user23/7-3-1"",""HAU/user23/7-3-2"",""HAU/user23/7-3-3""]",3,triple,12,21,16,Sitting down||Standing up||Stretching||Using a phone||Walking,3,1,[1],1,3,40,enumerated,Sitting down||Standing up||Stretching||Using a phone||Walking,5,95.09197268505167,Sitting down||Standing up||Stretching||Using a phone||Walking,1
oof,4,f4b002,"[89,90,91]","[""HAU/user23/3-1-1"",""HAU/user23/3-1-2"",""HAU/user23/3-1-3""]",3,triple,6,16,16,,3,1,[2],1,3,1216,enumerated,Wiping surface,1,95.26372010482967,Wiping surface,1
oof,4,f4b003,"[92,93,94]","[""HAU/user2/1-2-1"",""HAU/user2/1-2-2"",""HAU/user2/1-2-3""]",3,triple,9,21,21,,3,1,[3],1,3,72,enumerated,Drinking||Eating||Grabbing utensils||Stretching||Walking,5,82.80888404608788,Drinking||Eating||Grabbing utensils||Stretching||Walking,1
oof,4,f4b004,"[95,96,97]","[""HAU/user2/4-2-1"",""HAU/user2/4-2-2"",""HAU/user2/4-2-3""]",3,triple,9,23,23,,3,1,[4],1,3,1,unsat_fallback,Drinking||Eating||Grabbing utensils,3,137.6172702738641,Drinking||Eating||Grabbing utensils,1
oof,4,f4b005,"[98,99]","[""HAU/user19/5-2-1"",""HAU/user19/5-2-2""]",2,pair,6,16,16,,4,1,[5],1,2,242,enumerated,Peeling fruit||Wiping hands,2,95.89927830067,Peeling fruit||Wiping hands,1
oof,4,f4b006,"[100,101]","[""HAU/user19/6-1-1"",""HAU/user19/6-1-2""]",2,pair,8,25,19,Checking the time||Reading||Sitting down||Turning a page||Typing on a keyboard||Writing,3,1,[6],1,2,1728,enumerated,Checking the time||Reading||Sitting down||Turning a page||Typing on a keyboard||Walking||Writing,7,105.65070643784927,Checking the time||Reading||Sitting down||Turning a page||Typing on a keyboard||Walking||Writing,1
oof,4,f4b007,"[102,103,104]","[""HAU/user19/3-3-1"",""HAU/user19/3-3-2"",""HAU/user19/3-3-3""]",3,triple,12,24,18,Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,3,1,[7],1,3,160,enumerated,Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,6,106.29479801524127,Listening to the music with headphones||Lying down||Mopping||Squats||Sweeping||Walking,1
oof,4,f4b008,"[105,106]","[""HAU/user2/5-2-1"",""HAU/user2/5-2-2""]",2,pair,6,14,14,,3,1,[8],1,2,142,enumerated,Eating||Peeling fruit||Walking,3,84.0,Eating||Peeling fruit||Walking,1
oof,4,f4b009,"[107,108,109]","[""HAU/user23/4-1-1"",""HAU/user23/4-1-2"",""HAU/user23/4-1-3""]",3,triple,9,18,18,,3,1,[9],1,3,139,enumerated,Reading||Writing,2,99.60234656792642,Reading||Writing,1
oof,4,f4b010,"[110,111,112]","[""HAU/user19/7-1-1"",""HAU/user19/7-1-2"",""HAU/user19/7-1-3""]",3,triple,9,21,21,,3,1,[10],1,3,800,enumerated,Checking body temperature||Drinking||Massaging oneself||Taking medicine,4,114.79471288610749,Checking body temperature||Drinking||Massaging oneself||Taking medicine,1
oof,4,f4b011,"[113,114,115]","[""HAU/user2/4-3-1"",""HAU/user2/4-3-2"",""HAU/user2/4-3-3""]",3,triple,9,23,23,,3,1,[11],1,3,1,unsat_fallback,Sitting down||Walking||Writing,3,134.93311555973088,Sitting down||Walking||Writing,1
oof,4,f4b012,"[116,117,118]","[""HAU/user19/5-1-1"",""HAU/user19/5-1-2"",""HAU/user19/5-1-3""]",3,triple,9,21,21,,3,1,[12],1,3,344,enumerated,Listening to the music with headphones||Playing games||Standing up,3,124.2441067527912,Listening to the music with headphones||Playing games||Standing up,1
oof,4,f4b013,"[119,120,121]","[""HAU/user2/7-1-1"",""HAU/user2/7-1-2"",""HAU/user2/7-1-3""]",3,triple,9,19,19,,3,1,[13],1,3,86,enumerated,Sitting down||Taking medicine,2,108.32699036389761,Sitting down||Taking medicine,1
oof,4,f4b014,"[122,123,124]","[""HAU/user19/4-3-1"",""HAU/user19/4-3-2"",""HAU/user19/4-3-3""]",3,triple,9,21,21,,3,1,[14],1,3,224,enumerated,Sitting down||Typing on a keyboard||Walking,3,125.84606879627316,Sitting down||Typing on a keyboard||Walking,1
oof,4,f4b015,"[125,126,127]","[""HAU/user23/7-1-1"",""HAU/user23/7-1-2"",""HAU/user23/7-1-3""]",3,triple,12,23,19,Massaging oneself||Standing up||Taking medicine||Writing,3,1,[15],1,3,560,enumerated,Massaging oneself||Standing up||Taking medicine||Writing,4,110.62608881893048,Massaging oneself||Standing up||Taking medicine||Writing,1
oof,4,f4b016,"[128,129,130]","[""HAU/user23/6-3-1"",""HAU/user23/6-3-2"",""HAU/user23/6-3-3""]",3,triple,6,17,17,,3,1,[16],1,3,2706,enumerated,Squats,1,100.08179875952396,Squats,1
oof,4,f4b017,"[131,132,133]","[""HAU/user19/3-2-1"",""HAU/user19/3-2-2"",""HAU/user19/3-2-3""]",3,triple,9,18,18,,3,1,[17],1,3,58,enumerated,Drinking||Pouring||Stirring||Walking,4,97.40093538561034,Drinking||Pouring||Stirring||Walking,1
oof,4,f4b018,"[134,135,136]","[""HAU/user19/6-2-1"",""HAU/user19/6-2-2"",""HAU/user19/6-2-3""]",3,triple,12,22,17,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,3,1,[18],1,3,172,enumerated,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,5,97.44650632429412,Checking body temperature||Lying down||Playing games||Taking a selfie||Taking medicine,1
oof,4,f4b019,"[137,138]","[""HAU/user19/3-1-1"",""HAU/user19/3-1-2""]",2,pair,6,14,14,,3,1,[19],1,2,58,enumerated,Playing games||Undressing,2,81.15637775043184,Playing games||Undressing,1
oof,4,f4b020,"[139,140]","[""HAU/user23/1-1-1"",""HAU/user23/1-1-2""]",2,pair,6,13,13,,3,1,[20],1,2,44,enumerated,Brushing teeth||Washing face||Wiping hands,3,67.0444451737773,Brushing teeth||Washing face||Wiping hands,1
oof,4,f4b021,"[141,142,143]","[""HAU/user2/7-2-1"",""HAU/user2/7-2-2"",""HAU/user2/7-2-3""]",3,triple,9,18,18,,3,1,[21],1,3,44,enumerated,Eating||Peeling fruit||Walking,3,107.67483526453975,Eating||Peeling fruit||Walking,1
oof,4,f4b022,"[144,145,146]","[""HAU/user2/7-3-1"",""HAU/user2/7-3-2"",""HAU/user2/7-3-3""]",3,triple,12,26,20,Massaging oneself||Standing up||Stretching||Using a phone||Walking||Wiping hands,3,1,[22],1,3,384,enumerated,Listening to the music with headphones||Massaging oneself||Sitting down||Standing up||Stretching||Using a phone||Walking||Wiping hands,8,109.03621299358582,Listening to the music with headphones||Massaging oneself||Sitting down||Standing up||Stretching||Using a phone||Walking||Wiping hands,1
oof,4,f4b023,"[147,148,149]","[""HAU/user19/4-2-1"",""HAU/user19/4-2-2"",""HAU/user19/4-2-3""]",3,triple,9,20,20,,3,1,[23],1,3,200,enumerated,Squats||Stretching||Walking,3,113.19598780642755,Squats||Stretching||Walking,1
oof,4,f4b024,"[150,151,152]","[""HAU/user19/5-3-1"",""HAU/user19/5-3-2"",""HAU/user19/5-3-3""]",3,triple,12,25,19,Checking the time||Massaging oneself||Playing games||Sitting down||Squats||Walking,3,1,[24],1,3,448,enumerated,Checking the time||Massaging oneself||Playing games||Sitting down||Squats||Walking,6,108.74951971820693,Checking the time||Massaging oneself||Playing games||Sitting down||Squats||Walking,1
oof,4,f4b025,"[153,154,155]","[""HAU/user2/2-1-1"",""HAU/user2/2-1-2"",""HAU/user2/2-1-3""]",3,triple,9,22,22,,3,1,[25],1,3,584,enumerated,Drinking||Eating||Grabbing utensils||Pouring||Walking,5,124.50003132364854,Drinking||Eating||Grabbing utensils||Pouring||Walking,1
oof,4,f4b026,"[156,157,158]","[""HAU/user23/4-3-1"",""HAU/user23/4-3-2"",""HAU/user23/4-3-3""]",3,triple,9,23,23,,3,1,[26],1,3,1,unsat_fallback,Folding clothes||Getting dressed||Massaging oneself||Undressing,4,130.09413064265163,Folding clothes||Getting dressed||Massaging oneself||Undressing,1
